product_idx,product_id,product_name,category_fixed,price,rating
147,B09YC7PTM3,"2 Tier Wine Rack，Tabletop Stackable Wine Rack Freestanding Wine Racks Countertop for Kitchen Pantry Cabinet for Kitchen, Bar, Pantry, Wine Cellar, Basement, Countertop, Cabinet",Electronics,29.99,4.4
148,B0932MS1ZR,"1ft Right Angle Lightning Cable Short, 3 Pack Braided Fast Charging USB to iPhone Charger Cord 90 Degree Compatible with Apple iPhone 12 11 Pro Max Xs Xr X 5 6 7 8 Plus SE, iPad Air/Mini …",Electronics,9.97,4.3
149,B09R2B456K,"LEXIVON 3/4-Inch Impact Socket Adapter, 3/4"" Female x 1/2"" Male Reducer | Chrome-Molybdenum alloy steel = Fully Impact Rated (LX-402)",Tools,16.99,4.6
150,B0C3DJ55SB,"ProPOW Radar Motion Sensor Light Bulbs, A19 12W (100 Watt Equivalent) Daylight 5000K E26 Outdoor Auto on/Off Motion Detector Lights for Outside, Porch, Garage, Driveway, Patio,(1100LM, 2-Pack)",Smart Home,22.99,4.2
151,B09Z5ZBGF9,"AMIR Key Lock Box Wall Mounted, Waterproof Lock Box for House Key, 4 Digit Combination Lockbox for Keys with Resettable Code House Key Safe Security Lock Box for Outside Realtors (1 Pack)",Other,17.99,3.9
152,B08V1HGYMX,"Inkbird IBS-TH2 Plus Bluetooth Temperature and Humidity Monitor Thermometer&Hygrometer, Smart Sensor Data Logger Ideal for Home, Office, Greenhouse, Humidor, Cellar（External Temperature Probe）",Smart Home,29.99,4.0
153,B084GM15PD,"ilikable iPhone Charger Cable, 3 Pack 3ft 6ft 10ft MFi Certified Lightning Cable, Compatible with iPhone 13 12 11 / XS/XR/X/ 8/7/ 6s / SE, iPad Mini/Air, iPod, Airpods - White",Electronics,14.99,4.3
154,B09XB8ZMNK,"Multi 5 in 1 Universal 3A Fast Charge USB Charging Cable,1.8M/6FT USB A/Type C to Lightning +Type C+Micro USB Nylon Braided Sync Charger Cord Adapter for Android/iPhone/Apple/iOS/Samsung/Huawei/XiaoMi",Electronics,17.99,4.3
155,B086W1XLQ7,"Kihung T8 LED Bulbs 4 Foot, Type B Ballast Bypass, Dual-Ended Power, G13 Base, 24W 3120LM 6000K Daylight White, Compatible with T8 T10 T12 Tubes, 4ft Fluorescent Bulb Replacement, 4-Pack",Other,59.99,4.3
156,B07B3PY2GC,"3M DT8 Industrial Strength Multi-Use Duct Tape, Silver 1.88in x 60 yd x 8 mil thickness – Professional Grade Adhesive, 1 Pack",Tools,15.79,4.6
157,B098X5FL9V,"60Pcs Sanding Discs, iNUREYE 5 Inch 8 Hole Wet Dry Sandpaper, 240 320 400 600 800 1000 1200 1500 2000 3000 Assorted Grit Hook and Loop Sanding Sheets for Random Orbital Sanders (240-3000 Grit)",Office,24.97,4.5
158,B07PVBZ71R,"CCTV Video Surveillance Security Stickers, Blue and White Octagon-Shaped,84mm X 84mm Vinyl Decals - Indoor & Outdoor Use, UV Protected & Waterproof - 6 Labels",Camera,9.1,4.4
159,B09TPGQY83,"V7 V8 Vacuum Filter Replacement Kit Compatible with Dyson V7, V8 Animal and V8 Absolute Cordless Vacuum, 3 HEPA Column Filter, 3 Pre-Filter, Replaces Part # 965661-01 & 967478-01",Camera,23.99,4.7
160,B06XH6H26X,Freeman Pneumatics P23-138 23 Gauge 1-3/8” Headless Micro Pins,Other,16.52,4.6
161,B07CB7VYB2,14 Pcs M6 3D Printer Nozzle 0.4mm Extruder Brass Nozzle Print Head for 1.75mm Filament E3D V5 V6 Makerbot,Office,12.49,4.2
162,B09JWV7V3W,Flare Calmer Mini – Small Ear Plugs Alternative – Reduce Annoying Noises Without Blocking Sound – Soft Reusable Silicone - Purple,Other,34.95,3.4
163,B08FX3ZF9X,"Hand-held Alcohol Refractometer,V·RESOURCING 0~80% Alcohol Content Measurement Tool Tester;Widely Used in Scientific Research, Alcohol Purchase",Tools,25.99,4.3
164,B009NKXIKW,"Tork Universal SK1850A Singlefold Paper Hand Towel, 1-Ply, 10.25"" Width x 9.13"" Length, Natural, (Case of 16 Packs, 250 per Pack, 4,000 Towels)",Office,63.49,4.4
165,B08B12R9R6,"Wood Drink Coasters with Metal Holder, GOH DODD 4 Inch 8 Pieces Wooden Coasters Cup Coaster Set for Bar Kitchen Home Apartment, Walnut Wood",Kitchen,22.99,4.5
166,B07QMP57DG,"Simba Lighting LED GU10 5W Non-Dimmable Spot Light Bulb (6 Pack) Halogen 50W Replacement MR16 Shape for Accent, Recessed, Track Lighting, 38° Beam, 120V, Twist-N-Lock Bipin Base, 5000K Daylight",Kitchen,20.95,4.5
167,B0B5BZ2VWX,"25 Pack 1ml 30Ga 0.5 Inches Plastic Measuring Cylinder, Individually Sealed Packaged",Smart Home,19.59,4.6
168,B0009ON12G,"Yellow Jacket 2884 12/3 Heavy-Duty 15-Amp SJTW Contractor Extension Cord with Lighted Ends, 50-Feet",Fashion,61.26,4.8
169,B076HD7KFV,"SinLoon RJ45 Splitter Adapter, Ethernet Cable Splitter, RJ45 Network Extension Connector Ethernet Cable Sharing Kit for Router TV Box Camera PC Lapop 2 PCS (Black)",Electronics,12.8,3.6
170,B0BLNHS5RM,"Whetstone Sharpening Stone, Knife Sharpening Stone of 400/1000/3000/8000 grit, Knife Sharpener Kit with Non-Slip Bamboo Base, Flattening Stone, Angle Guide, Leather Strop, Suitable for Knives",Books,25.73,4.4
171,B07ZM7MRF6,"GuDoQi Mini Vacuum Cleaner, Handheld Vacuum Energy Saving, USB Rechargeable, 90 Minutes Runtime, 360° Rotatable Desk Vacuum Cleaner for Keyboard, Home, School, Office",Electronics,18.99,4.0
172,B00424S2C8,"MG Chemicals 400-NS Series #3 No Clean Super Wick Desoldering Braid, 0.075"" Width x 5' Length, Green (425-NS)",Smart Home,5.51,4.6
173,B08RXVH379,"BEHENO 8 PCS Q-Hanger, Screw Hooks for Outdoor String Lights - Ceiling Hooks for Hanging Plants Wind Chimes, Safety Buckle Design, Windproof, 2.2 Inches",Smart Home,9.89,4.7
174,B07BGGYYV1,"Fit Meal Prep 12 LB 13 x 7 x 4.5"" Heavy Duty Kraft Paper Bags Grocery Lunch Retail Shopping Durable Natural Brown Barrel Sack [150 Pack]",Office,29.86,4.3
175,B00NP0E7SI,Brinks 675-83001 Heavy Duty Dual Function Door Security Bar,Other,64.19,4.4
176,B09L44C6HV,"CASOMAN 34 Pieces 3/8-Inch Dr.Torx Bit Socket and E-Torx (Star) Socket Set, Cr-V E Socket Set E4-20, S2 Torx Bit Socket Set T10-60, Tamper Proof Torx Bit Set TT10-TT55, 5/16""F to 3/8""M Adapter",Tools,34.97,4.6
177,B0844VD65J,"LINE10 Tools 20pk Mini Flap Sanding Wheel Rotary Tool Accessories Kit, 1/8-inch Shank",Tools,18.29,4.3
178,B073M3RP1F,"JB Weld 8297CAN HighHeat 550 Degree Epoxy Putty Stick - 2 oz, Dark Grey",Tools,13.99,4.3
179,B08K1JGP8R,"STANZ (TM) Whetstone Set 2-in-1 Sharpening Stone 3000/8000, 400/1000 Grit Waterstone Kit - Knife Sharpener Stone Set Safe Non-Slip Bamboo Base Flattening Stone Included",Office,29.99,4.6
180,B07S8SXM94,"5 Pieces Mini Pliers, Long Lasting Tool Set Cable Cutters – Long Needle Nose, Long Nose, Nipper Bent Nose, End Cutting, Diagonal Cutting, Precision Pliers Set",Tools,24.99,4.3
181,B06WVQ5JY4,"Pioneer V3510560-L Flame Resistant PVC Long Rain Coat - 48"" Length, Yellow, L",Other,19.31,3.9
182,B0797DTFLM,The Ove Glove - Superior HEAT & FLAME Hand Protection - 1 PAIR,Other,47.0,4.8
183,B07TCRWZCW,"Sweetzer & Orange Reward Stickers for Teachers. 1008 Stickers for Kids in 9 Designs. 1 Inch School Stickers on Sheets. Teacher Supplies for Classroom, Potty Training Stickers, Motivational Stickers",Kitchen,9.99,4.7
184,B07SYWRTMK,"ProCase Noise Reduction Safety Ear Muffs, Hearing Protection Earmuffs, NRR 28dB Noise Sound Protection Headphones for Shooting Gun Range Mowing Construction Woodwork Adult Kids -Black",Electronics,25.99,4.2
185,B0C5FKZ9LT,"KENANLAN 23 x 3 x 3 Hammer Handles Asp Baton 115cm Thickened Telescopic Rod Hollowing Drum Detection Hammer for House Decoration Inspection,(KENANLANahptzbsq2v)",Tools,11.9,3.2
186,B0BM9778VD,"Over The Door Hooks Set of 4, Single Hooks Hanger Metal for Hanging Towel Coats Clothes Hats Bags Bathroom, Over The Door Hangers with Soft Rubber Surface Prevents Scratches. ( White )",Fashion,11.99,4.3
187,B08YK95LMR,HangYu Portable Door Lock Travel Door Lock Home Security Portable Door Lock Prevent Unauthorized Entry to Provide Additional Security and Privacy Door Locks（2PCS red and Black）,Home,13.99,4.0
188,B00C9R5Y6C,"Liberty Glove & Safety K4517Q Cotton/Polyester Regular Weight Plain Seamless Knit Glove with Elastic String Knit Wrist, Large, Natural White (Pack of 12)",Smart Home,13.98,4.5
189,B08Z3936D8,"Punch-Free Automatic Sensor Door Closer, Residential Sliding Screen Door Closer, Commercial Multifunctional Door Closer, Auto Door Closer with Steel Drawstring for Bedroom/Storm/Home (2 Pack White)",Smart Home,8.99,3.8
190,B07QF1CYKD,"CRAFTSMAN 3/8"" To 1/2"" Socket Adapter, 1/2-Inch Drive, Female to Male (CMMT99222)",Tools,7.99,4.4
191,B09S6F5D8L,"IEMAI PLA Filament 3D Printer Filament, PLA Filament 1.75mm Dual Color Filament Silver Red Silk Metallic Filament 3D Printing Filament 1KG 2.2lb Color Change Magic Filament",Office,27.99,4.4
192,B0793RHS45,POWERTEC 71101 Deluxe Quick Release Strap Clamp | Woodworking Frame Clamping Strap Holder,Home,23.39,4.3
193,B0BMG2B8H8,JULAU 10PCS Hold Down Toggle Clamps Woodworking Latch Antislip Hand Tool Holding Capacity Horizontal 201B 220lbs Heavy Duty Toggle Clamp Quick Release Tool(Grey),Audio,19.99,4.6
194,B08SQF8R32,"WEN CLC212 Heavy-Duty Cast Iron C-Clamps with 2-Inch Jaw Opening and 1.2-Inch Throat, 4 Pack",Audio,13.61,4.6
195,B096ZW7HNZ,"Hromee 1/4-Inch x 10ft Polyurethane Recoil Air Hose with Fittings Compressor Hose with 1/4 in. Industrial NPT Coupler and Plug Kit, Red",Other,25.99,4.5
196,B09PQYJ44L,"ADHES Tape and Drape, Pre-Taped Masking Film, Pull Down Drop Sheet for Automotive Painting Covering, Protection Covering Paper for Car, Floor, Machine, 22"" W x 33 Yds Long 3-Roll",Automotive,15.99,4.2
197,B081TZ16J4,"10pcs Cocktail Sticks Set Stainless Steel Fruit Sticks,Reusable Drink Picks Appetizer Toothpicks Martini Glass Picks",Other,12.98,4.6
198,B082XTPD7G,"Amazon Basics Window Squeegee with Handle for Glass, Mirror, Car Window",Automotive,12.61,4.2
199,B089W3BS39,3M Double Sided Adhesive Tape Pads 10 PCS - OAPRIRE Multipurpose 3M VHB Sticky Adhesive Pads Replacement Mounting Tape with Stainless Steel Folding Scissors and Storage Box - 1.96 in x 1.57 in,Tools,12.99,4.2
200,B0BVHRTL6H,"Cordless Soldering Iron Kit, 30W Soldering Gun with Welding Wire, Suitable for Milwaukee M18 18V Li-ion Battery, One-Handed Operation for Welding Circuit Board, Appliance Repair, Home DIY",Electronics,52.99,4.1
201,B00E5YSH3E,"Weiser Satin Nickel Round Privacy Pocket Door Lock for Bedroom and Bathroom Doors, Sliding Door Lock/Slide Door Lock, Door Lock for Bedroom, Bathroom Door Lock, Traditional Home Décor",Home,31.98,4.2
202,B08NXM4BDS,"Evolution R255DCT - 10 in Concrete Saw (Aka Circular Saw, Angle Grinder, Chop Saw, Cut Off Saw, Demo Saw, Disc Cutter, Power Cutter) - 15A Motor, No Gas - 4-1/16 in Cut - Incl Premium Diamond Blade",Automotive,250.0,4.3
203,B0B7FGB7JG,"2 Pack - POWAWINI GFCI Outlet, UL Listed, Tamper-Resistant, Weather Resistant Receptacle Indoor or Outdoor Use, LED Indicator with Decor Wall Plates and Screws (Black, 15 Amp)",Home,29.99,4.5
204,B09V2SL41S,"SDBAUX Retractable USB C Cable 2-Pack 3.3ft, USB A to Type-C Charger Cord QC 3.0 Fast Charging Data Sync Compatible with Oculus Quest Galaxy S21 S20 S10 Note G6 G5 PS5 and More",Electronics,14.99,4.3
205,B0000TZYG6,"BOSCH 2-5/8-Inch x 22-Inch SDS Max Rotary Hammer Core Bit HC8526 , Gray",Tools,247.53,4.5
206,B075WBCSKS,"Calf Brace for Torn Calf Muscle and Shin Splint Relief - Calf Compression Sleeve for Strain, Tear, Lower Leg Injury - Neoprene Runners Splints Wrap for Men and Women",Other,29.99,4.4
207,B0B2R7PD51,"DEWENWILS 5.0A USB Wall Outlet, USB Outlet with Type C & Type A USB Ports, 15 Amp Tamper Resistant Receptacle Outlet, Wall Plate Included, ETL Listed, 2 Pack",Electronics,32.99,4.1
208,B0B95S7Q47,FoxAlien AP30A Portable Air Assist Pump 30L/min Adjustable Air Volume for Laser Engraver CNC Engraving Machines,Other,109.99,4.7
209,B0BV6R2X38,"Utility Hook Blades 30 Pack, High Carbon Steel Standard Size Utility Knife Refill Blades, Heavy Duty SK5 Hooked Razor Replacement Blades",Automotive,14.99,4.5
210,B007JZ1LG6,"3M Full Facepiece Reusable Respirator 6800, Paint Vapors, Dust, Mold, Chemicals, Medium Grey",Other,178.6,4.7
211,B0BJT8Q4Z2,"8 inch Widespread Bathroom Faucet with Drain and Supply Hose, 2 Handles Brushed Gold Bathroom Faucet for Sink 3 Hole, ChiLDano Bathroom Faucet Gold CH3166BG",Other,87.37,4.4
212,B07SX1BYQ9,"SOLUDE 2 Pack Glass Suction Cup,Aluminium Heavy Duty Vacuum Lifter for Moving Glass/Window/Tiles/Mirror/Granite,Double Gripper Sucker Plate",Other,39.99,4.3
213,B09H67W2NF,"Palace Learning 4 Pack - Anatomical Poster Set - Laminated - Muscular, Skeletal, Ligaments of the Joints, Nervous System - Anatomy Chart Set (LAMINATED, 18” x 24”)",Gaming,28.99,4.8
214,B07BXQWSHQ,Men's Designer Fragrance Samples (9ct),Audio,60.33,5.0
215,B0069F4H0E,Woods Southwire 64162122 2 Conductor 18/2 Thermostat Wire; 18-Gauge Solid Copper Class 2 Power-Circuit Cable; Brown,Electronics,17.37,4.6
216,B08YQKVQK4,"BESTTEN Matte Black Entry Door Lever with Key, Zinc Alloy (Not Aluminum Alloy) Monaco Contemporary Square Entrance Door Handle with Removable Latch Plate, Heavy Duty Front Door Lock",Other,34.99,4.4
217,B08F32MR3Q,"Cache Faucet Aerator Keys Faucet Aerator Removal Wrench Tools Cache Aerators for M 16.5,18.5,21.5,22.5,24 (5 Size)",Tools,10.59,3.7
218,B0BYF4FN1P,"Propylene Glycol – (1 Liter) USP/Pharmaceutical and Food Grade - Highest Purity (99.9 Wt%), Humidor, Fog Machine, Soap & Detergents, Humectant, Cosmetics, Alcohol-Free, Safe and Nontoxic",Beauty,27.95,3.7
219,B07TSNV1WM,"GPLAN USB C Cable 2Pack USB Type C Charging Cable, 3A Fast Charging USB to USB C Cable Braided Charger Cord for Samsung Galaxy S23 22 S21 S20 S10 Note 10/20, iPhone 15, Google Pixel, PS5, Long 10ft",Electronics,12.99,4.3
220,B07JVD9RYX,"6pcs 3"" 4"" 5"" Welding Magnet 75lbsX2+ 50lbsX2+ 25lbsX2 Strength Strong Welding Magnets and Clamps Metal Working Mig Tools and Equipment Magnetic Welding Holder 45 90 135 Degree Angle Magnets",Audio,38.99,4.5
221,B07PGJBH1S,"DEWALT Bit Holder, 3-in-1, Impact Ready (DWA3HLDFT)",Other,13.79,4.6
222,B0000UMLYI,"Celestron - PowerSeeker 50AZ Telescope - Manual Alt-Azimuth Telescope for Beginners - Compact and Portable - BONUS Astronomy Software Package - 50mm Aperture,21039",Other,64.79,3.9
223,B07QLTDQ3W,"CRAFTSMAN 20 Oz Hammer, Alloy Steel Smooth Head with Ergonomic Vibration Reducing Handle (CMHT51423)",Tools,19.99,4.7
224,B0CBMN5BL9,"Weather Stripping Door Seal Strip,High Density Foam Tape,Doors and Windows Insulation Soundproofing Weatherproof,Self Adhesive Rubber Weatherstrip Door Seal Strip (1/4'' x 1/8'' x 49Feet)",Tools,14.99,4.6
225,B0BYHP9H4Q,"Door Spring Stopper, 12 Piece Stainless Steel Stopper, Wall Mounted Heavy Duty Threaded Door Stop, Top Rubber Door Stoppers with Retainer and Screw, Black",Smart Home,15.99,5.0
226,B0C5BS1HZ3,"Handheld Vacuum Cordless, Karcusiny Car Vacuum Cordless Powerful Suction 3 in 1 Rechargeable Vacuum Cleaner Cordless Vacuum Cleaner for Car Home Office (Black)",Office,45.99,3.8
227,B01N317H9H,Pioneer Hi Viz Surveyor's Safety Vest - Engineer Style - Snap Front - Breathable - Orange - V1010150-XL,Automotive,38.9,4.4
228,B0000DD5H1,"Kreg SML-C125-100 Zinc Pocket Screws, 1 1/4 Inch, 8 Coarse Thread, Maxi-Loc Head (100 Count)",Other,9.19,4.7
229,B07DNZ9M12,"AGPTEK 2 in 1 3.5mm AUX Audio Jack Male to USB 2.0 Male Data Sync & Charge Cable for MP3 / MP4 Players, Recorders, and Other Portable Devices, Gold-Plated, 0.8m / 2.6 feet, Black",Electronics,13.99,3.9
230,B081BLY2GG,"Philips Hue White 7W Equivalent 40W Filament G25 Base E26 LED Smart Bulb, Dimmable, Bluetooth & Zigbee compatible, voice activated with Alexa",Smart Home,35.97,4.3
231,B07C68GTVK,"FastCap Zero Clearance Tape, 5 Strips, 2"" x 16"", Made in USA",Other,17.95,4.5
232,B08YJ941RV,"Professional Bar Spoons, Stainless Steel Spiral Pattern Bartender Stir Bar(Silver)",Other,8.99,4.7
233,B099N8LZQV,"SpeTool Spoilboard Surfacing Router Bit, 1/2 inch Shank 2.5 inch Diameter, 4-Wings Planing bit for Wood Slab Flattening",Tools,94.99,4.3
234,B0B5TKYX3X,"3 Pack 3 in 1 Multi USB Retractable Charger Cable,3A Multiple Charging Cord Adapter with Dual Phone/USB-C/Micro-USB Port Adapter, Fast Charging Compatible with Cell Phones Tablets Universal Use",Electronics,14.99,4.1
235,B0C2KL78G1,"Penlight for Nurses Pen Torch Light Reusable LED Penlight with Pupil Gauge Nurses Pin Light for Torch Nurse Students Doctors with Pocket Clip (Fresh Colors, 6)",Office,12.0,5.0
236,B0CFTNKMPK,"Scheinenda 3-Way Led Light Bulbs A21, 50 100 150 Watt Equivalent, Perfect for Reading, Soft White(3000K), Indoor Standard E26 Bulb, Energy Efficient 20 Watt, 2200 Lumens, 2 Pack",Books,17.99,4.4
237,B004BGAER8,Allway Tool CT31 3 In 1 Caulk Tool,Tools,22.6,4.3
238,B09WKDR897,"NordWolf 12-Piece Brad Point Wood Drill Bit Set for Carpenter Woodworking, Double Flutes with 1/4"" Hex Shank for Quick Chucks & Impact Drivers, SAE Sizes 1/8"" to 1/2""",Tools,31.49,4.4
239,B00GDGGR4S,Augason Farms Lunch and Dinner Variety Pail Emergency Food Supply 4-Gallon Pail,Other,204.13,4.6
240,B07TTS9HF9,"GPLAN Long 10ft USB to USB C Cable Fast Charging,2 Pack Premium Nylon Braided 3A USB Type C Cable Fast Charge 10 ft Data Charger Cord for Samsung Galaxy S9 S10 S20 FE S21 S22 S23 Ultra,Note 9/10/20",Electronics,12.99,4.2
241,B08ZD5F987,"BESTTEN Matte Black Entry Door Lever with Lock and Key, Roma Series All Metal Exterior Door Handle with Removable Latch Plate for Entrance and Front Door",Other,25.99,4.2
242,B08PMN4G7V,Super Glue C-Bond Thick Cyanoacrylate Adhesive by CECCORP – (60 Grams / 2.11 oz.) – All Purpose CA Glue,Tools,12.74,4.7
243,B0BQJ9JNG7,"Mini Screwdriver Set, 6 Pcs Small Precision Screwdriver Set Tools Mini Slotted Phillips Screw Driver Kits for Electronics Watch Glasses Jewelers",Tools,8.98,4.2
244,B095WHDCHF,"YEEZET 620PCS M4 M5 M6 Heavy Duty Bolts and Nuts Assortment Kit, 304 Stainless Steel, Includes 13 Most Common Sizes",Other,49.99,4.4
245,B07523YYJ3,Mike Home Screw Cap Covers Decoration Tapping Screw Cover Plastic Screw Hole Covers Pack of 500 (White),Home,10.97,3.5
246,B0C2PKV6ZY,"Electric Spin Scrubber, Cordless Cleaning Brush with 7 Replaceable Brush Head, 90Min Work Time 3 Adjustable Handles 2 Adjustable Speeds, Power Scrubbers for Cleaning Bathroom Floor Tub Tile Glass Car",Automotive,53.98,4.0
247,B09DKFBZ5L,"CASOMAN 9-Piece Low Profile Impact Triple Square Bit Socket Set, Includes Storage Rail, 1/4"", 3/8"" and 1/2"" Drive, CR-MO Steel, Designed for Impact Use",Tools,19.97,4.7
248,B0033WTGQQ,"Umbra Schnook Steel Over-the-Door Multi-Hook, 3-Hook",Other,18.48,4.4
249,B0BMTQDL1P,20pcs Black S Hooks for Hanging - MAQIHAN Small S Hooks Heavy Duty Metal S Shaped Hooks for Hanging Clothes Mini Hanging Basket S-Hooks for Plants Outdoor Mug Organizer Pan Pot Holder Rack Hangers,Home,7.99,4.5
250,B01GKAL75A,"Perfect Stix Paper Plate 6"" Paper Plates White, Pack of 300 (Packaging May Vary)",Office,16.42,4.1
251,B09DYF6JNZ,"TOOLIOM E71T-GS .035"" Diameter 10-Pound Spool Flux Core Self-Shielded Carbon Steel Mig Welding Wire for TL-200M",Automotive,49.99,4.6
252,B09HR4LF2W,Best in Rest - CPAP Hose Lift and Hose Support! No Assembly Required! Flexible to fit into Any Space!,Other,49.99,4.5
253,B07WVP8ST5,"XFasten Double Sided Tape Clear, Removable, 2-Inch by 30-Yards, Ideal as a Gift Wrap Tape, Holding Carpets, and Woodworking",Automotive,18.49,4.2
254,B09HGZCG17,"15"" Wreath Hanger for Front Door, Hanger for Hanging Coats Hats Robes Towels Bathroom Over The Door Single Metal Hook Black",Fashion,12.99,4.4
255,B098999C4N,"Tshya 24 Pcs 2 inch Roloc Flap Discs with 1/4"" Holder Die Grinder Attachments T27 Zirconia Flat 36/60/80 Grit Grinding Wheels for Surface Prep",Other,29.99,4.4
256,B09QFJQQ7Q,"Wisesorb Silica Gel 2LBS, Indicating Silica Beads (Blue to Pink), Reusable Silica Gel Desiccant Dehumidifier",Other,27.99,4.3
257,B00T53OM5C,AmScope BS-50P-100S-22 Pre-Cleaned Blank Ground Edge Glass Microscope Slides and 100pc Pre-Cleaned Square Glass Cover Slips Coverslips,Other,25.29,4.5
258,B0BHSPRC4H,"30 Pack 1ml Plastic Syringes without Needle, Luer Lock Syringes with Cap Individually Sealed Pack Measurement and Dispensing Tools for Science Labs Liquid Refilling Craft Pet (1ml)",Smart Home,17.99,4.5
259,B08P7QD351,Long Pipe Cleaner Flexible Tube Cleaning Brush Snake Drain Clog Remover Drain Brush Aquarium Water Filter Pipe Air Tube Hose Cleaning Brush Sink Fridge Skinny Pipe Dredging Tool 155CM1,Camera,9.0,4.2
260,B075W8WZYY,Professional Carbide Tungsten Alloy Handle Glass Cutter Tool with Range 2-19mm Professional Cutter for Thick Glass Mosaic and Tiles - Pencil Shape & Design (Glass Cutter) (Regular),Automotive,19.99,4.0
261,B077NV1N2J,"MoKo Adjustable Eyewear Retainer, [4 Pack] Universal Fit Sports Sunglasses Retainer, Unisex Sunglass Strap Safety Glasses Holder with Large Round-Head for Men, Women - Black",Sports,14.29,4.1
262,B09HC6LPFB,"KINBOM 1080pcs Mini Star Stickers Bulk, Metallic Small Removable Reward Decals Foil Star Stickers for Kids Students Teachers (Gold, 0.5inch Diameter)",Toys,8.49,4.5
263,B074WCSXRQ,"ROK Power Tools ROK 3pc 6 1/2"" Circular Saw Blade Set",Tools,25.9,4.5
264,B07NLWSRPW,"Bissell 2483C Sturdy Sweep Manual Sweeper with Lie-Flat Design, Single Brush roll and Edge bristles for Sweeping Small Messes and Dual Bottom-Empty Dirt Bins , Grey",Other,33.0,3.8
265,B0BHY86CVW,"Magnetic Tape, Magnetic Tape Roll Magnetic Strips with Adhesive Backing(1/2'' Wide x 18 ft Long), Magnets with 3M Strong Adhesive Backing Perfect for DIY, Art Projects",Tools,17.99,4.1
266,B082WVDGBR,Vinyl Siding Screws Clips Hook - 12 Pack Heavy Duty No-Hole Needed Siding Screws Stainless Steel Hanger for Outdoor Mount Home Security Camera (12 Pack),Camera,17.99,4.5
